,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
ruck,0.34003398,0.162023,-0.2549504,0.31679562,-0.41549888,0.33381435,0.13711181,-0.030746235,0.12116133,-0.04788216,-0.6660584,0.15167433,0.14494415,0.2832816,0.18910009,-0.1600325,0.023451664,-0.11940039,-0.04362385,-0.033127073,-0.14244819,-0.12357084,-0.19512431,0.36199003,0.08569793,-0.24822754,-0.24553901,0.0657698,0.052504674,-0.18729489,0.2651307,0.048328552,0.09386868,-0.04335012,-0.0015172712,-0.22622082,0.16540252,0.07699091,0.07042353,0.33258647,0.024398314,-0.061393995,-0.25678408,-0.385013,-0.14093119,-0.052512158,-0.21021211,-0.04011588,0.2696072,-0.34899053,0.0038997578,-0.3664989,-0.3297481,-0.123628646,0.16064444,0.036564007,-0.4526299,-0.1385759,0.22519386,0.18731125,0.17871062,0.17064323,-0.032623656,0.27330473,0.09003217,0.3065265,0.00065868604,0.01841838,-0.25599766,-0.27785665,0.05177433,0.003702529,-0.6126321,-0.33432102,-0.12635618,0.18417786,0.38109368,0.26546767,0.03937841,-0.07940202,-0.0035867589,-0.0053336145,0.09369249,0.26276937,0.11889731,-0.10855044,-0.025206953,-0.12378637,-0.0051290393,-0.03782401,-0.6632626,-0.02418411,0.2619587,0.15906025,0.113602884,-0.35155216,0.038386267,0.06899588,-0.11643896,-0.066200666
uperb,0.37894788,-0.1044705,0.0049174647,-0.028187899,0.006270968,0.19142075,-0.009741388,0.18718031,-0.3594491,0.29440865,-0.3938874,0.31455076,0.007310563,0.43557075,-0.24372505,-0.08864911,0.25602096,0.13360551,-0.14478585,0.092622094,0.12834738,0.1289876,-0.12113565,-0.019561544,0.25491908,0.0062046605,0.12973574,-0.17126998,-0.26882645,-0.29600438,-0.04476239,-0.027494809,-0.42362726,0.08198531,0.009498494,0.060735628,-0.023849236,-0.4878522,-0.1767836,0.17997521,0.1698993,0.106984355,0.10226669,-0.15920104,-0.009450369,0.26343045,-0.2155757,0.021324802,0.1624884,-0.49167842,-0.2547905,-0.44836786,0.3026254,-0.061699316,-0.13657081,-0.03607948,0.010074455,0.18626787,-0.043926284,0.32504046,-0.20074517,-0.026641112,-0.14340685,0.10378774,0.04361476,0.27432394,-0.07860151,-0.4502683,-0.048509326,-0.04696684,-0.13735373,0.0029037849,0.22923078,0.0077216867,-0.17172873,0.09373846,0.08064748,-0.2769347,0.04409186,-0.103401236,-0.08342062,-0.13796516,-0.13330589,-0.022716068,-0.22584589,-0.36138546,0.44590244,-0.1794514,-0.3169557,0.18299514,-0.12579182,0.5435509,-0.13206063,-0.089899465,0.015941514,-0.29027003,0.057422195,-0.07588962,-0.054345205,-0.16801628
edness,-0.07187176,0.056977574,0.0584065,0.16968657,-0.56451875,0.046597607,0.073791884,-0.07561519,-0.19613756,-0.04218733,-0.40985128,-0.056323353,-0.07020664,0.42312187,-0.035806075,0.13596615,0.02434672,-0.30616996,0.2638406,-0.086744644,0.14833713,0.31370926,-0.112852655,-0.031071078,-0.0017519642,0.055536658,-0.059266396,0.06957034,-0.31731364,-0.3254774,0.24529253,0.06411855,0.015536494,0.09106281,0.12072007,-0.3239217,0.29471415,-0.57737654,-0.17279883,-0.021661367,0.11403034,0.06772721,0.24418311,-0.1673133,-0.384451,-0.012299284,-0.4484842,0.033420783,0.18803562,-0.3600137,-0.07568017,-0.32078144,-0.032086123,-0.013782657,0.29592505,-0.046073534,-0.14500858,-0.10771625,-0.01618113,0.23708212,0.25848114,-0.053261228,-0.10107721,-0.01572487,0.29925954,0.16662052,-0.238708,-0.21932915,-0.095358975,-0.2766831,0.23880245,0.07730729,-0.1802064,-0.14540654,0.11209661,0.19788566,0.013184801,-0.16143994,-0.23567775,-0.1466731,-0.21573175,-0.028900033,-0.21876806,-0.21611428,-0.39905262,0.046498653,-0.13586587,-0.19087265,0.07317326,-0.022599943,-0.5071141,0.33614427,0.100072235,0.10175331,0.18457529,-0.09041539,0.42860064,0.32029477,0.37244818,-0.21739182
frequenc,0.1997965,-0.12398289,0.019196022,0.13209358,-0.035239246,0.18512647,0.07115928,0.23675725,0.01737016,0.4287191,-0.20575815,0.27393487,0.5257694,0.15431696,0.16700353,0.18309799,-0.07237141,-0.34406984,-0.28073758,-0.089549385,-0.15236057,-0.11664806,-0.23111121,-0.036761045,0.20876704,0.30374604,-0.265445,0.04381477,0.33446148,-0.2574998,0.010581412,0.21333598,0.15957506,0.016878322,0.04977298,-0.29055282,0.120639674,-0.051174037,0.20605561,0.30303526,0.18623269,0.25857207,0.33737227,-0.05064107,-0.16802873,-0.10643945,-0.20860484,0.031927306,0.48170274,-0.14377278,-0.052122463,-0.39271462,-0.07141813,-0.048646603,0.06371765,-0.03336047,-0.37457332,-0.20295614,0.20995039,-0.066615395,0.22199345,-0.013393423,-0.018051213,0.16762458,0.16380632,0.2613133,0.0015671175,0.11288263,-0.48379317,-0.098777704,-0.01900933,-0.19007896,-0.1332628,-0.091583185,0.1948817,0.25275245,0.25249037,-0.007680783,0.3968212,-0.32181355,0.08147429,0.1138956,-0.09800114,0.3790703,0.13093539,-0.06377005,-0.18996727,-0.16400142,0.1812268,-0.0020587707,-0.3297944,0.33985624,0.1253226,-0.056906737,0.26422438,-0.01976618,0.044865374,0.24933815,-0.104139104,-0.0447613
ehensible,0.20997319,0.016499478,0.083858706,-0.0058885636,0.00811106,0.17224003,0.027787833,0.17190464,0.014481123,0.24080044,-0.42982608,0.3421101,0.32379586,0.5796596,-0.002736772,0.22356868,0.095489986,-0.16311829,-0.29162854,0.033144407,-0.30747652,-0.20690365,-0.21871006,0.006435954,0.15999334,-0.06986608,0.15434255,0.012703298,0.13145061,-0.30439264,0.08017789,0.092998505,0.3454169,0.14975142,0.077421516,-0.21351668,0.016872307,0.24390434,-0.020485274,0.09784893,0.18722457,0.23542535,0.122957125,0.16649145,-0.10503707,0.01274465,0.037546005,-0.04492568,0.33299294,-0.42644683,0.0027136728,-0.24170728,-0.10702378,-0.11841501,0.2274415,0.10357264,-0.6556323,-0.36876646,0.089764096,0.2542191,-0.033052582,0.0063819275,0.20807865,0.16797465,0.09766601,0.13253589,-0.16163273,-0.054746006,-0.22094971,0.13601664,-0.0009555303,-0.096209936,-0.11578781,0.20009938,0.02140281,0.09873272,0.1822293,-0.1590444,0.33123693,-0.19824956,0.03281114,-0.08528738,0.10306567,0.25850764,0.27091298,-0.20656173,0.15595998,-0.22323908,-0.18568303,0.13687529,-0.37341017,0.29195902,-0.10803282,-0.31258854,0.07112702,-0.020134507,-0.0946299,0.058647357,0.07622116,-0.32453087
incompr,0.22568968,-0.0814581,0.004244715,-0.037109163,-0.017563619,0.25781778,-0.08244465,0.2175954,-0.05989113,0.264996,-0.44033748,0.36224613,0.19918962,0.6182328,0.0753879,0.14603855,0.104034446,-0.104701616,-0.30912584,-0.0034679652,-0.35181952,-0.08988317,-0.16520162,-0.01887224,0.16142672,-0.00223135,0.13408482,-0.079604484,0.11893999,-0.35596335,0.06849201,0.16112208,0.18101485,0.08484153,0.12613475,-0.07989408,0.14983143,0.12962522,-0.07842069,0.22085755,0.056136817,0.2338828,0.10952662,0.15287898,-0.11199836,0.040479403,0.0924115,0.08366645,0.33054206,-0.53772926,-0.032279976,-0.11743373,-0.16494234,-0.22948726,0.20511909,0.085245565,-0.5899917,-0.31720236,0.087728806,0.21953341,-0.0021432943,-0.010371416,0.056201793,0.34112355,0.07261009,0.113787584,-0.078077115,-0.0985848,-0.18082102,0.1601439,-0.06735331,0.06936057,-0.13896951,0.057458974,0.06613922,0.17806362,0.100623354,-0.24561773,0.3571592,-0.1407145,0.017982485,0.018041411,0.09372394,0.23622826,0.28765702,-0.31054834,0.19634262,-0.19248052,-0.18850137,0.13634339,-0.4822325,0.29095012,-0.04774377,-0.27158958,0.072856694,-0.06075165,-0.04613902,0.0073393737,-0.020863047,-0.29671088
gs,-0.02027739,0.39682838,-0.16232254,0.067329094,0.109220006,0.22662124,-0.0874531,0.05835805,-0.17330933,0.25605074,-0.24352558,0.45248842,-0.18003535,-0.16918157,0.16682048,-0.010032487,0.016101316,0.050619733,0.100293525,-0.48626944,-0.19411169,0.50501484,0.16613533,-0.088904515,0.27453318,0.14431176,-0.24624535,0.166123,-0.00084456836,0.030885948,-0.06280459,-0.15063888,0.029269474,-0.23153663,0.15197527,-0.026479246,-0.19674535,-0.35345748,0.03172209,-0.006491252,0.18718669,0.10211141,0.09063394,-0.14552884,0.048936713,-0.199498,-0.15882024,0.012913423,0.45326173,-0.5348766,-0.15573104,-0.4967737,-0.064656,-0.10961479,0.05922839,0.04219218,-0.098179474,0.07151792,-0.032711998,0.44583687,0.43952027,0.09808824,-0.24637052,0.3641172,0.18822736,0.20945197,0.39118516,-0.3278364,-0.29129183,0.052955765,-0.030756421,-0.3102313,-0.0727637,-0.44342545,0.059386116,0.05466793,0.084778875,-0.12582955,0.1138891,-0.4611072,-0.17345434,-0.20699398,0.14306396,-0.32469523,-0.4509853,0.06302614,0.0018606986,-0.3584314,0.077750795,-0.43419984,-0.05700759,0.43201178,0.18163915,-0.030855393,0.028756421,-0.07044457,0.075448535,0.08713163,0.3262657,-0.26450473
viewin,-0.10237097,0.3037669,-0.1765447,0.05309068,-0.03956352,0.22051197,-0.059226774,-0.0066921143,-0.14070491,0.28954765,-0.1854261,0.4835667,-0.27447897,-0.16221964,0.024187474,0.03926121,-0.02764712,-0.05463066,0.06114311,-0.47270846,-0.18759833,0.5154794,0.102750845,0.018297132,0.25062147,0.21293284,-0.2644358,0.14233191,-0.003710581,0.0007051256,-0.025174445,-0.20826393,0.080001235,-0.17570539,0.15008456,-0.10308604,-0.09816224,-0.37537545,0.090600304,0.019399654,0.25687703,0.047615428,0.04860556,-0.07705508,0.038398672,-0.06578767,-0.2717557,0.07432348,0.42355037,-0.47669664,-0.014198281,-0.41715217,-0.051701352,-0.019033475,0.043284893,0.11656805,-0.07186556,0.096876934,-0.062077638,0.43772945,0.34656414,0.09632519,-0.32598174,0.30698964,0.3320729,0.14831766,0.28553203,-0.27464962,-0.19300255,-0.019522684,0.07137525,-0.31568572,-0.12156639,-0.56556803,-0.051617093,0.06988494,0.08585714,-0.3058081,0.00026945915,-0.33002064,-0.19663136,-0.13252866,0.1067176,-0.32553628,-0.43935168,0.18777014,-0.0036759349,-0.3706051,0.04825642,-0.40911564,-0.054447357,0.3364045,0.18504,0.058149867,0.08753061,-0.1528611,0.010681187,0.05416386,0.2964594,-0.12283596
can,0.2908208,-0.19283786,0.218282,0.21229312,0.08033277,0.37195373,-0.1574089,0.20815696,0.18495685,0.3049987,-0.3780181,0.30080217,0.31088635,0.33675417,0.14683707,-0.26181823,-0.039702743,0.007647456,-0.22100894,-0.42964357,0.09505486,0.06257596,0.06942896,0.2709455,0.23079655,-0.0068955366,-0.47885495,-0.09944476,0.07845156,-0.18699834,-0.12117632,0.022098018,0.22444057,-0.07063049,-0.020578953,-0.031815886,-0.062078256,0.11753656,0.23585775,0.103838064,0.14094868,0.39323512,0.4037683,0.036839556,0.042467136,0.26141408,0.062031623,-0.14513439,0.35458642,0.023846455,-0.070927575,-0.38266584,-0.18944423,0.026597084,0.25272563,0.0027732837,-0.2647396,-0.17955086,0.12643668,-0.056946676,0.09973349,-0.13909578,-0.35303825,-0.113749,0.383989,0.098437876,0.22425286,-0.19800177,-0.33606407,-0.0065157246,-0.003288111,-0.09098011,-0.32339522,-0.28933972,0.020533003,0.0919618,0.06983451,-0.16249649,0.46829408,-0.15309618,-0.19894019,-0.13534985,0.13689375,0.056344304,-0.20255592,-0.1064757,0.052882988,-0.336706,0.32376996,-0.10710082,-0.331309,0.3255494,0.07688119,0.18547624,0.10198666,-0.06174764,0.02820106,0.39810213,0.025711708,-0.09341008
enuinely,0.076157294,0.010356758,-0.09994,0.015546694,-0.20077981,0.12812941,0.02713594,0.0047009005,-0.31430328,-0.18498573,-0.550261,-0.013598157,-0.12774237,0.2652983,-0.17871602,-0.15555848,0.13390063,-0.19056998,0.20619863,0.20052089,-0.094577625,0.47464913,0.46076456,0.41723755,0.24520789,-0.0899587,-0.1713768,0.046950158,0.18709359,-0.24305019,-0.11169816,0.16057861,0.103325725,-0.24977288,0.2915146,-0.11393505,-0.16135173,-0.3801231,0.24133761,0.34285542,0.36454368,-0.11291352,-0.03734352,-0.23200506,-0.0048587667,0.22277091,0.22362104,-0.26476175,0.23748991,-0.2193056,0.34442154,-0.544253,-0.03652993,-0.17448954,0.3079328,0.11049161,-0.3001853,0.013218687,-0.13005817,0.22725195,-0.23278452,0.25475046,0.14001621,0.027995571,-0.18379244,0.3296733,0.17269008,-0.30087212,-0.6420751,0.007932327,0.14109142,0.072338164,-0.30819723,0.4026622,-0.051928908,0.11919917,0.13213597,-0.012585207,0.31612265,0.055058908,-0.28037408,0.030949272,-0.09108316,-0.27335176,-0.36900586,-0.1694826,-0.021158313,-0.15688837,0.20003185,-0.3765401,-0.16741085,0.44633588,0.081537865,-0.20452054,0.28457692,-0.19828343,0.24420841,-0.100953035,0.17058101,0.12886311
mpetent,0.52673525,0.16288875,0.021679854,0.30624592,-0.28968954,0.22785006,0.049165525,0.11636302,-0.1457019,-0.0060812132,-0.26235813,0.087324955,-0.09109223,0.67962646,0.014059299,-0.2551707,0.32062453,-0.057805236,-0.28562215,-0.0008809479,-0.20770489,0.24158908,-0.327536,0.07267977,0.07685837,0.3775437,-0.466871,0.20791773,0.19452304,-0.09664167,-0.23498477,-0.18618917,0.17194116,-0.08635354,0.014517968,-0.09154454,0.3294503,-0.027074907,-0.14770478,0.27170318,0.2035464,0.15496424,-0.11573546,-0.16261177,-0.5613081,0.07034139,0.109757036,0.08850872,0.29866317,0.06256012,0.05166633,-0.1874034,-0.15133615,0.22757256,0.094609275,-0.042454302,-0.44387847,-0.19460735,0.005245126,-0.03256186,-0.12272898,-0.06478925,-0.27332464,0.21142542,-0.4980465,0.20318395,0.10132643,-0.16172922,-0.4165152,0.07045442,0.15965962,-0.2369893,-0.059754327,0.1945777,0.36594343,-0.054763682,-0.35975793,-0.19711806,-0.06611912,-0.15613237,0.14840075,-0.15911278,-0.07283233,0.05152579,0.10262217,0.13778701,-0.29422235,-0.2898694,-0.014611802,-0.34166136,-0.1613373,0.44619185,0.054955915,-0.08399784,0.31514522,0.10629124,0.14938176,0.26780608,-0.2980135,-0.17454293
noth,0.06812529,0.35674065,-0.31266266,0.003509921,-0.3063333,0.22568911,0.020732395,-0.0035334816,-0.16498289,0.111714326,0.06539197,0.18307032,-0.24152724,0.10124303,-0.11812263,-0.018979674,-0.24712317,-0.1798703,0.19862925,-0.013194523,-0.008205165,-0.1129446,-0.13326018,0.21657702,0.10937084,0.07609231,-0.036831345,-0.098847434,0.07244019,-0.20294613,-0.28976792,-0.09804583,-0.23669331,-0.050752647,-0.14925818,-0.01572071,0.24255233,-0.21793872,-0.35534987,0.15360785,0.19153088,-0.12721542,-0.1008595,0.004816936,0.030881986,0.25186285,0.061389893,-0.23772286,0.17979074,-0.31254002,-0.0051609077,-0.18514164,0.17901899,0.06434192,0.023998352,0.27507183,-0.40468472,-0.06644432,-0.1527152,0.18721499,0.005145715,-0.21187703,-0.37504375,0.28639436,0.08228195,0.09976809,0.23265319,-0.3504924,-0.32016194,0.25903076,-0.05804768,-0.09499784,-0.14349705,-0.10950156,0.283615,-0.13809969,-0.19906914,-0.47841227,0.17426808,0.06405357,-0.21302137,0.083771996,0.28573343,0.09444684,-0.4070388,-0.05053311,-0.17298083,-0.5628035,0.03589211,0.075356215,-0.65051305,0.41723895,0.03510254,-0.063247755,0.28167897,0.14087562,0.17959586,0.22605167,0.27185878,0.29615322
orty,0.5108333,0.185441,-0.04909535,0.3187058,-0.26646084,0.2520815,-0.020643957,-0.03140247,-0.06667296,-0.06040654,-0.35777768,0.07041959,-0.17716227,0.7258316,0.077978455,-0.3111223,0.3861697,-0.15991527,-0.31995866,0.11294658,-0.20490545,0.054337088,-0.046212226,0.28661004,-0.039803874,0.2928472,-0.45781475,0.19767202,0.017959958,-0.0024016942,-0.18823537,-0.18231262,0.11800697,-0.1470563,-0.1887531,-0.052511983,0.26665023,-0.078538954,0.06540239,0.24704643,0.2079229,0.28564125,0.14624602,-0.20630942,-0.4272377,0.053936146,0.15011528,0.20720819,0.24770318,-0.15537284,-0.024325937,-0.17754109,-0.13219285,0.26071146,0.17820929,0.017533649,-0.37846684,-0.15523164,-0.19797568,0.20977773,-0.1744709,-0.20892997,-0.41829902,0.2792924,-0.27747086,0.18538064,0.15093091,-0.27555728,-0.4508493,-0.031007923,-0.01248073,-0.16136631,0.0027673743,0.20505914,0.47727865,-0.04796156,-0.4398213,0.09714225,-0.23595199,-0.27189308,0.32496476,-0.16961285,-0.04171758,0.04357385,0.18424286,-0.20791869,-0.24151227,-0.080172986,0.18647097,-0.19702291,-0.2658763,0.36917573,0.06886013,0.18695667,0.25925338,0.1378772,0.15167738,0.05460134,-0.4206376,-0.21209352
loca,-0.2957327,0.5510667,0.050139233,0.117818154,0.02475721,0.041182894,-0.036570024,0.24722362,0.09665364,-0.07783777,-0.43018502,0.20372972,-0.039820846,0.35379317,-0.3507226,-0.11135879,0.11101254,-0.21113326,-0.2165608,-0.20682234,-0.2737167,-0.05964936,0.21051,-0.049658928,0.16097975,0.07249061,-0.36126938,0.11053808,-0.3319152,-0.32195064,-0.32528177,-0.031935345,-0.46522245,0.1751538,0.5357985,-0.18288255,0.26037318,-0.3941032,-0.16112417,-0.01483487,0.1320128,0.07472555,0.02887838,-0.3082107,0.21511766,0.11173001,0.0093262745,0.25994593,0.4213589,-0.09964748,-0.24069102,-0.26645675,0.3326964,0.0074335164,-0.0721547,0.16229008,-0.020216165,0.3133895,0.16650893,0.15165435,-0.29256552,0.068890184,-0.28759524,0.36947665,-0.18201502,0.12170953,0.1720691,-0.20787139,-0.35928336,0.1713868,-0.22689842,0.013875701,-0.15529521,-0.12560204,0.024139883,-0.104557395,0.15689678,-0.13854286,0.05955925,-0.04892058,-0.2945398,0.040554386,-0.08746845,0.011376146,0.007603578,-0.08431923,-0.2679057,-0.10065664,0.00479902,0.2323608,-0.17222628,0.32474208,-0.15958124,-0.0898067,0.06737113,0.049808234,0.26352453,0.23685561,-0.25904304,-0.06723149
wn,0.100313574,0.29239294,0.25525653,0.33394206,-0.4139921,-0.24484245,0.02123835,0.053154565,0.14019759,0.1164242,-0.34598404,0.26181093,0.38293797,0.2359777,-0.059275728,0.10510516,-0.12461747,-0.21303283,0.025437709,0.3153564,-0.286354,-0.16519113,-0.047837507,0.3837304,0.09202112,0.26119056,0.057049915,-0.10927607,-0.099570625,-0.18327351,-0.11424926,0.13276334,0.19647084,0.2089037,-0.075165816,-0.0050783544,0.2758118,-0.11698851,-0.03736422,0.17595774,-0.029586762,0.21277575,0.32305452,0.045036618,-0.1891215,0.30652952,-0.023696516,0.0009520674,-0.122255065,-0.18482016,-0.0890151,-0.15337023,-0.13594727,0.07053158,0.46978393,-0.09481266,-0.46138626,0.15224986,0.0039732363,0.0012262783,-0.18539205,0.02515331,-0.2042429,0.4020123,0.064684056,0.3489954,-0.010132685,-0.058968212,-0.22687319,0.05138238,-0.05037107,-0.12563601,-0.1399016,-0.08014077,0.08616416,0.050012015,0.26789454,0.27119198,0.056296438,-0.25799555,-0.062111024,0.22724976,-0.10674938,0.20931815,-0.03584243,0.32238823,-0.13306335,-0.13140884,-0.18235007,-0.10408316,-0.2930971,0.4773608,0.007168263,-0.3130646,0.2977991,0.12772582,0.14763768,0.46549302,-0.22149597,-0.2784903
witho,0.25471348,0.2689894,-0.2715702,-0.05325077,-0.24174051,0.019851176,-0.1035332,0.14281742,-0.10938929,0.32676807,-0.2763932,0.36198285,-0.37878075,0.19286294,0.16100222,0.08764724,-0.13187456,-0.1911915,-0.27192682,0.34191296,-0.14473787,-0.08724296,0.104262605,0.14079632,-0.1361517,-0.01777758,-0.27470604,0.16596678,-0.32358694,-0.3488302,0.09081537,-0.117553666,0.05076896,-0.36510435,-0.013347732,0.2678282,0.11473213,-0.15241987,0.10727346,0.18875611,0.104882285,-0.18304092,0.17181467,-0.017583946,-0.27842587,0.3192555,-0.13091542,-0.017994488,0.07570575,-0.3236241,0.34464172,-0.79855955,-0.0029140671,-0.08577272,-0.09196112,-0.1599346,0.10236625,0.10729061,0.066948846,0.14515768,-0.27813378,0.03543052,-0.11616916,-0.107626274,0.051832676,0.24502322,0.08840278,-0.43415594,-0.301413,0.40680704,0.04472422,0.016279742,-0.40336928,0.12534337,0.57571733,0.14811796,-0.27217373,-0.3204424,0.09007655,-0.4077917,-0.11731283,-0.022314291,-0.021286331,-0.42998123,-0.25136572,-0.067644,-0.1808707,-0.13359377,-0.08733631,0.38965142,-0.20273755,0.16873999,0.16889863,0.10694022,0.12755701,-0.037774675,0.042688932,0.10943079,-0.079339005,-0.1760594
arp,0.13051535,0.52534544,-0.3154551,0.07126787,-0.07485599,-0.05754855,0.009368812,-0.029052746,0.188441,-0.007865194,-0.44013503,-0.09932223,0.0050498424,-0.0372381,-0.27773815,-0.11584307,-0.25461355,-0.25037375,0.1014477,0.22102118,0.1397964,0.21896377,-0.13593103,-0.07239155,-0.067233615,-0.058679752,-0.17585585,0.2994383,-0.22837423,-0.14755213,-0.088225365,0.18397991,-0.21555406,0.19269088,-0.018902728,0.26402417,0.46418616,-0.10328596,-0.22893901,0.23273331,0.22888081,0.045591857,-0.031681284,-0.16577917,0.105680965,0.04655551,0.07601813,-0.33984417,0.33366,-0.24737057,0.18545485,-0.39517292,-0.04853496,0.04487874,0.14689337,-0.33724394,-0.20049742,0.09893521,-0.030633397,0.32577375,0.0096882945,-0.03166657,-0.3349625,0.24782819,-0.03452721,0.22387156,0.28054693,-0.24416369,-0.2174476,-0.026981577,-0.3316456,0.07571426,-0.020963855,-0.20717065,0.22403608,-0.12930578,0.2911952,-0.043979462,0.34832188,-0.16715823,0.004831838,-0.08408522,-0.082900986,-0.019240271,-0.08221926,0.21164411,0.072395235,0.05268562,-0.29702455,-0.071681105,-0.35379428,0.32587007,0.050694525,0.112812154,0.45645782,0.12589166,0.102041245,-0.03474988,-0.0103167845,-0.37482172
chil,0.030276971,0.14445327,-0.23754023,0.16091876,0.09958313,0.4449604,-0.25169435,0.15838644,-0.077293724,0.09543409,-0.31099802,0.041361384,0.04183635,0.24795762,0.05366462,-0.118231684,-0.16485049,-0.3632522,0.14603657,-0.13894773,0.11967415,0.21642518,0.056552004,0.20335232,0.25248146,0.25020418,-0.19069575,0.3163259,-0.021797573,-0.33537012,-0.030559853,-0.031337004,-0.14758496,0.24357352,0.09678165,-0.4364401,0.08416066,-0.33789256,-0.066172265,0.5234563,0.12962121,-0.22957602,0.3604499,-0.33148706,0.08143949,-0.0026874393,-0.019083576,-0.107820675,0.38356525,-0.33544016,0.023014951,-0.4575334,0.04256965,-0.119901165,-0.34699273,-0.03833592,-0.14978196,0.0273388,0.04917554,0.11977842,0.21189485,0.11666978,0.17080398,-0.3391127,-0.0014251152,0.081630036,0.013613514,-0.095572315,-0.10315095,0.28302246,-0.12573686,-0.025415959,-0.2173923,0.13414934,0.020830132,-0.21387082,-0.13432555,-0.17566964,0.15450963,-0.11304534,0.17934315,0.08105584,0.31682742,-0.03765346,-0.27603266,-0.23004295,0.01601988,-0.031336088,-0.026216902,0.33016238,-0.43890965,0.11389491,0.10348494,-0.056159116,0.2534788,-0.45948938,-0.13196354,0.091181055,0.10005323,-0.31570658
anipulative,-0.29205784,0.34074908,-0.15887249,0.2540567,0.0065963194,0.23288377,0.12112443,0.11965927,-0.2687513,0.23959681,-0.4354752,0.16330722,-0.17194216,0.37692085,-0.18522137,-0.15482223,0.090979315,0.0061064563,-0.3961061,0.10369706,-0.14532778,-0.00065241347,-0.25192136,0.05229389,0.13388664,0.05579003,-0.41517568,0.047234748,-0.050543685,-0.05069925,-0.12512365,0.08710709,0.1762072,0.08276138,0.12850428,0.268726,0.355848,0.14632122,0.09972524,0.21362126,0.0124601135,-0.055753052,0.23961504,0.0019515804,0.010870612,-0.12093524,-0.14066489,-0.08307622,0.21578255,-0.15172796,-0.11654383,-0.3235116,-0.5393303,-0.18541814,0.020087134,-0.07669951,-0.19157027,-0.23593166,0.04508909,0.2314464,0.080060005,0.31652042,-0.43072513,0.2690038,0.14827885,0.22447415,-0.021864397,-0.056090977,-0.19944134,-0.26425105,0.34584358,-0.23940778,-0.21377215,0.32917175,0.30423883,0.16031753,0.046183556,-0.30389538,0.10617617,-0.27779034,0.095083095,0.04699446,-0.196808,-0.12845606,0.0050117252,0.12288625,-0.15479946,-0.24193302,0.091814436,-0.18828171,-0.16466627,-0.057873372,0.015393242,-0.50943506,0.10754661,-0.15917934,-0.25821424,0.34174323,-0.018065384,-0.05696626
pos,0.027919708,0.009884214,0.10703435,0.005371563,-0.1731117,-0.00907014,-0.18657777,0.16523543,0.092179075,0.24605872,0.03225313,-0.056532364,-0.11580047,0.15812267,-0.15461947,0.28813043,-0.41074803,-0.19083634,0.043323673,-0.25329804,0.06680469,0.3793131,0.07106519,0.122804984,0.13897072,-0.14525115,-0.02914078,-0.15062284,0.033921402,-0.41563314,-0.06253407,-0.035340797,-0.013989403,0.211796,-0.022286866,0.033276774,0.4825488,0.042404097,-0.104145296,0.25634044,0.3744334,0.4668799,0.03687936,0.1631019,0.19374037,0.022177128,-0.08004685,0.19808668,0.53241736,-0.22387733,0.070473716,-0.6523744,0.07665757,0.11797172,0.30960315,0.043834515,0.093307756,0.04107909,0.11144446,0.3862881,-0.13424677,0.12954685,-0.06896031,0.19305657,-0.2667667,0.36251625,0.11918372,-0.209961,-0.38565764,0.0656277,-0.05574147,0.068449706,-0.16689503,0.24591151,0.4133718,0.042254575,0.19215739,-0.09260547,0.25060785,-0.3482502,-0.229793,-0.13487804,0.029575268,0.08986621,0.14542855,-0.22395137,-0.25581568,-0.30369237,0.13439293,0.22030436,-0.2570546,0.02647094,-0.12249856,0.022785427,0.20158607,-0.049252644,-0.055027675,-0.21111825,0.23282203,-0.28711906
ls,-0.2793361,0.42966053,-0.07916059,0.06487292,-0.044004228,0.09200949,0.06517081,0.2826595,0.064992316,-0.0663123,-0.38698173,0.21061149,-0.22726986,0.21115111,-0.24358644,0.021928152,0.2397869,-0.16364607,-0.2329426,-0.16679995,-0.18476707,-0.03314669,0.2652471,0.08962376,0.15731663,0.13602479,-0.45781258,0.14373817,-0.29703075,-0.16463307,-0.24121504,-0.1953901,-0.45733413,0.056098975,0.36474633,-0.17208989,0.27094844,-0.46928963,-0.13445029,-0.00860485,0.21939522,-0.0041483482,0.077704564,-0.2575544,0.1427284,-0.08494943,0.012704822,0.35759142,0.30892786,-0.10482333,-0.14858872,-0.41012445,0.2759101,0.016186753,-0.08817317,0.10969339,0.06835323,0.19163024,0.048726346,0.15480444,-0.24509308,0.022854215,-0.28788507,0.22196607,-0.15869886,0.07418244,0.21198933,-0.13258982,-0.47514862,0.2072591,-0.17518525,0.09271922,-0.13554999,-0.10771599,0.14483424,-0.068734944,0.12535366,-0.12548321,0.03351688,0.012970389,-0.0663882,0.012066241,-0.11373351,0.04252686,-0.12297983,-0.11685755,-0.41238874,-0.15966831,0.04122278,0.12835272,-0.041265283,0.17577241,-0.08811394,0.05538875,0.03963194,0.16461545,0.16443409,0.081711344,-0.43435508,-0.032401998
